EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobLevel,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,DistanceFromHome,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,TrainingTimesLastYear,OverTime,BusinessTravel,StockOptionLevel,AttritionRisk,Attrition
EMP0361,42,Male,Married,Research & Development,Software Engineer,5,Doctorate,4,3,1,2,11,4,1,55605,387,3090,56904,18,2,2,3,3,2,3,3,2,No,Travel_Frequently,1,70,No
EMP0362,52,Male,Single,Human Resources,Recruiter,3,Bachelor,5,3,0,2,11,3,3,98447,499,4051,103084,12,2,2,2,2,4,2,3,2,No,Travel_Rarely,0,100,No
EMP0363,35,Male,Single,Research & Development,Research Scientist,1,Below College,0,0,0,0,9,3,1,50274,325,2489,51231,25,3,3,3,4,2,2,3,5,No,Travel_Rarely,0,135,No
EMP0364,41,Male,Married,Sales,Sales Executive,3,Bachelor,8,6,1,3,16,3,4,150683,977,8070,144692,17,19,4,1,3,3,3,3,1,Yes,Non-Travel,0,80,No
EMP0365,43,Female,Single,Finance,Finance Manager,1,Below College,7,4,1,2,7,6,2,75301,551,4410,73377,11,14,2,3,4,3,2,3,3,Yes,Non-Travel,0,110,No
EMP0366,32,Male,Divorced,Sales,Sales Representative,2,College,1,0,0,0,15,3,3,100814,576,4455,101772,19,11,4,1,1,2,1,3,1,No,Non-Travel,2,130,No
EMP0367,39,Male,Divorced,IT,IT Support,2,College,6,2,1,1,10,4,1,61320,349,2974,59943,23,6,1,1,3,1,4,3,6,No,Travel_Rarely,0,130,Yes
EMP0368,37,Male,Divorced,Finance,Accountant,3,Bachelor,1,0,0,0,13,5,1,65759,401,3354,68767,14,7,2,3,3,3,2,3,3,No,Travel_Rarely,0,120,No
EMP0369,37,Female,Single,Research & Development,Research Scientist,3,Bachelor,0,0,0,0,3,1,3,97422,574,4494,96499,11,3,3,3,3,1,3,3,2,No,Travel_Rarely,3,75,Yes
EMP0370,29,Male,Divorced,Research & Development,Research Director,4,Master,1,0,0,0,6,4,3,105988,725,6203,105534,15,1,2,4,3,3,4,3,6,No,Travel_Rarely,1,75,No
EMP0371,37,Male,Married,Research & Development,Laboratory Technician,4,Master,0,0,0,0,0,0,1,57280,378,3278,58434,11,4,2,3,2,3,3,3,3,No,Travel_Frequently,1,130,No
EMP0372,41,Female,Married,Research & Development,Software Engineer,3,Bachelor,2,1,0,0,7,1,5,193600,1335,10758,194069,13,6,2,3,2,3,3,3,1,Yes,Non-Travel,0,115,No
EMP0373,51,Male,Single,Finance,Finance Manager,3,Bachelor,2,1,0,0,2,3,1,50921,358,2700,50320,11,1,2,3,3,4,4,3,2,No,Non-Travel,2,115,No
EMP0374,46,Male,Single,Finance,Finance Manager,3,Bachelor,3,1,0,0,16,2,1,58485,427,3700,56008,19,1,2,2,3,2,4,3,2,Yes,Travel_Frequently,0,140,Yes
EMP0375,58,Male,Married,Research & Development,Research Director,4,Master,3,1,0,0,16,3,2,86355,524,3931,87187,11,3,3,1,2,2,3,3,6,No,Travel_Rarely,1,55,No
EMP0376,29,Female,Married,Human Resources,HR Specialist,1,Below College,1,0,0,0,1,7,3,82986,619,4504,86036,18,4,3,2,3,2,3,3,0,Yes,Travel_Rarely,1,120,No
EMP0377,45,Male,Single,Operations,Operations Manager,1,Below College,0,0,0,0,7,5,5,166408,921,7113,169499,13,4,4,2,3,3,3,3,3,No,Non-Travel,1,70,No
EMP0378,38,Female,Married,Operations,Operations Analyst,4,Master,4,2,1,0,5,3,2,86480,586,4900,85455,16,1,3,2,3,4,4,3,5,Yes,Non-Travel,3,60,No
EMP0379,58,Female,Single,Research & Development,Laboratory Technician,3,Bachelor,2,1,0,0,11,3,1,61612,390,3384,59318,12,2,3,4,1,4,4,4,4,Yes,Travel_Rarely,0,155,No
EMP0380,28,Male,Married,Research & Development,Laboratory Technician,2,College,1,0,0,0,13,3,2,87554,616,5063,90323,15,3,3,4,3,4,4,3,0,No,Non-Travel,2,60,No
EMP0381,28,Male,Married,Research & Development,Research Scientist,2,College,10,5,3,4,23,1,1,58596,362,3157,61184,17,1,4,4,3,4,3,3,1,Yes,Non-Travel,1,80,No
EMP0382,31,Male,Divorced,Operations,Operations Analyst,5,Doctorate,6,3,1,2,11,4,2,97347,677,4974,96259,13,3,2,4,3,4,3,3,4,No,Travel_Rarely,1,30,No
EMP0383,18,Male,Divorced,Sales,Sales Representative,5,Doctorate,9,4,2,2,22,5,2,84450,618,4509,86380,11,1,2,3,4,2,3,3,4,No,Travel_Rarely,3,50,No
EMP0384,31,Male,Married,Human Resources,HR Specialist,4,Master,3,1,1,0,8,5,1,57918,395,3225,57401,16,12,3,2,3,4,1,3,0,No,Travel_Frequently,1,105,No
EMP0385,29,Female,Married,Research & Development,Laboratory Technician,3,Bachelor,0,0,0,0,5,1,2,85407,592,5177,85426,16,4,2,3,2,4,3,3,3,No,Travel_Frequently,2,110,No
EMP0386,38,Female,Married,Research & Development,Laboratory Technician,3,Bachelor,5,3,1,2,12,1,2,86986,449,3593,89912,11,3,4,4,1,2,2,3,5,No,Travel_Rarely,0,65,No
EMP0387,40,Female,Divorced,Research & Development,Laboratory Technician,5,Doctorate,1,0,0,0,4,0,3,109640,604,4398,105072,11,1,3,3,2,1,3,3,5,Yes,Travel_Rarely,2,95,No
EMP0388,55,Male,Married,Operations,Operations Manager,5,Doctorate,2,0,0,0,4,1,2,88166,655,4947,88433,13,2,2,3,1,2,4,3,3,No,Travel_Rarely,2,90,Yes
EMP0389,46,Female,Single,Sales,Sales Manager,2,College,0,0,0,0,5,1,1,58320,392,2975,56655,11,2,3,2,4,4,1,3,3,No,Travel_Rarely,3,125,No
EMP0390,31,Female,Single,Human Resources,HR Manager,4,Master,8,5,1,2,11,0,1,61133,391,3026,60153,18,29,2,3,4,3,4,4,3,Yes,Non-Travel,3,125,No
EMP0391,28,Female,Married,Sales,Sales Executive,2,College,0,0,0,0,1,5,1,54491,322,2340,55278,12,18,4,2,3,2,1,4,3,Yes,Travel_Rarely,0,180,No
EMP0392,41,Male,Married,Sales,Sales Representative,2,College,11,6,1,2,16,1,1,65701,335,2897,62594,16,1,4,2,2,3,4,4,5,No,Travel_Frequently,1,60,Yes
EMP0393,23,Female,Divorced,Research & Development,Research Director,4,Master,9,6,3,3,18,1,3,127782,756,6066,128980,11,9,3,4,1,2,3,3,4,No,Travel_Rarely,3,45,No
EMP0394,55,Male,Single,Research & Development,Software Engineer,3,Bachelor,3,1,0,0,7,2,5,188635,1178,9746,184549,25,2,2,1,4,4,2,4,3,No,Travel_Rarely,1,85,No
EMP0395,48,Male,Married,Research & Development,Laboratory Technician,5,Doctorate,6,3,2,1,16,7,3,106148,586,4282,107947,11,1,2,4,4,4,3,3,1,No,Non-Travel,1,15,No
EMP0396,32,Male,Divorced,Research & Development,Research Director,1,Below College,4,2,0,1,12,5,2,73561,399,2907,70924,12,12,3,1,2,4,4,4,3,No,Travel_Rarely,0,95,No
EMP0397,19,Female,Divorced,Sales,Sales Executive,3,Bachelor,8,3,3,1,18,4,2,89936,563,4581,92056,20,1,4,4,3,2,3,3,2,No,Non-Travel,0,45,No
EMP0398,50,Female,Married,Research & Development,Research Scientist,5,Doctorate,2,1,0,0,7,1,1,65553,423,3646,66507,11,5,2,3,2,4,3,3,1,No,Travel_Frequently,1,100,No
EMP0399,35,Male,Married,Operations,Operations Analyst,5,Doctorate,7,2,1,1,20,4,4,161936,906,7289,169567,15,10,2,3,2,2,4,3,3,Yes,Non-Travel,2,75,No
EMP0400,49,Male,Single,Operations,Operations Manager,2,College,3,0,0,0,5,1,5,197161,1275,10970,205268,18,8,1,2,1,3,2,3,2,Yes,Travel_Frequently,1,135,No
EMP0401,21,Male,Divorced,Research & Development,Software Engineer,3,Bachelor,14,10,3,9,24,1,2,86344,626,5319,84472,11,29,3,3,3,3,4,3,2,No,Travel_Rarely,0,70,No
EMP0402,31,Male,Single,Human Resources,HR Manager,4,Master,3,1,0,0,7,5,1,62019,383,2804,59087,11,15,4,4,1,3,2,4,1,No,Travel_Rarely,1,90,Yes
EMP0403,37,Male,Divorced,Operations,Operations Manager,2,College,3,1,1,0,17,3,3,106737,762,5732,108395,15,14,1,2,1,4,3,3,1,No,Travel_Frequently,3,100,No
EMP0404,37,Male,Married,Sales,Sales Manager,5,Doctorate,7,4,1,2,16,4,1,64975,475,3919,65643,17,4,2,2,1,3,2,3,2,No,Non-Travel,1,95,No
EMP0405,32,Female,Married,Finance,Financial Analyst,5,Doctorate,8,5,2,4,15,5,3,133276,697,5512,126977,11,1,3,2,2,4,3,4,2,Yes,Travel_Rarely,3,70,Yes
EMP0406,43,Male,Single,Operations,Operations Analyst,2,College,4,3,0,2,12,2,3,98317,515,3947,94607,24,13,4,2,3,2,1,3,0,Yes,Travel_Frequently,0,120,No
EMP0407,26,Male,Married,Sales,Sales Executive,2,College,0,0,0,0,7,2,1,46558,288,2266,46952,17,29,4,1,2,2,3,4,1,No,Travel_Rarely,2,150,No
EMP0408,35,Male,Married,Sales,Sales Executive,1,Below College,3,1,1,0,17,2,5,185394,1199,9486,193029,18,5,3,3,4,3,3,3,1,Yes,Travel_Rarely,2,50,No
EMP0409,38,Female,Single,Operations,Operations Manager,5,Doctorate,17,6,4,4,19,2,5,225052,1364,11807,234200,18,29,2,2,2,2,3,3,3,Yes,Non-Travel,3,125,No
EMP0410,42,Female,Married,Research & Development,Laboratory Technician,2,College,6,3,2,1,14,6,4,150237,873,6430,145001,11,1,3,3,2,4,3,3,3,No,Travel_Rarely,2,20,No
EMP0411,44,Female,Divorced,Sales,Sales Manager,3,Bachelor,8,5,3,4,10,2,2,93777,619,4733,92694,14,3,4,4,2,3,3,3,5,No,Non-Travel,0,30,No
EMP0412,25,Male,Married,Research & Development,Research Director,3,Bachelor,0,0,0,0,7,1,1,47985,240,1934,45793,14,1,4,3,2,3,2,4,2,No,Travel_Rarely,3,120,No
EMP0413,21,Male,Married,Research & Development,Research Director,3,Bachelor,3,1,0,0,12,1,2,86022,638,5306,85757,13,6,3,1,1,4,4,4,4,No,Travel_Rarely,1,80,No
EMP0414,49,Male,Single,IT,IT Manager,1,Below College,5,2,2,1,13,3,2,81316,453,3718,83373,16,15,3,3,2,3,3,3,0,No,Travel_Rarely,0,70,No
EMP0415,40,Female,Married,IT,Systems Administrator,2,College,8,4,2,2,14,4,1,64654,471,4100,66528,11,4,4,2,4,1,2,3,0,Yes,Non-Travel,0,105,No
EMP0416,29,Female,Single,Operations,Operations Analyst,5,Doctorate,0,0,0,0,3,1,2,94799,499,4228,94789,15,23,3,2,3,3,3,3,0,No,Travel_Rarely,0,130,No
EMP0417,52,Female,Married,Research & Development,Software Engineer,5,Doctorate,9,2,1,1,18,6,3,133365,746,6036,127975,13,7,2,2,4,3,3,3,2,No,Travel_Rarely,2,45,No
EMP0418,38,Female,Divorced,Research & Development,Research Director,4,Master,3,1,1,0,17,2,1,63592,355,2677,62837,11,6,3,4,1,4,1,3,2,Yes,Travel_Rarely,1,100,No
EMP0419,48,Female,Married,Research & Development,Research Scientist,1,Below College,1,0,0,0,9,3,1,46272,346,2740,48271,17,15,4,3,3,1,2,3,2,No,Travel_Rarely,1,85,No
EMP0420,37,Male,Single,Research & Development,Research Scientist,3,Bachelor,1,0,0,0,3,5,1,51450,257,2135,50058,11,1,3,2,2,3,4,3,4,No,Non-Travel,0,145,Yes
EMP0421,57,Female,Married,Sales,Sales Manager,4,Master,1,0,0,0,15,0,3,120295,793,6772,118126,13,14,4,3,3,1,3,3,0,No,Travel_Frequently,1,70,Yes
EMP0422,54,Male,Married,Operations,Operations Manager,2,College,3,1,1,0,5,5,2,80147,574,5014,82125,13,2,3,2,4,2,3,3,2,No,Travel_Rarely,0,65,No
EMP0423,34,Male,Married,Finance,Accountant,5,Doctorate,0,0,0,0,1,4,1,59120,394,3218,60500,11,3,2,4,4,3,4,3,1,No,Travel_Rarely,1,95,No
EMP0424,46,Male,Divorced,Research & Development,Research Director,4,Master,0,0,0,0,9,2,5,208803,1233,9917,217409,11,9,2,4,1,2,2,3,1,No,Non-Travel,3,80,No
EMP0425,43,Male,Divorced,Human Resources,HR Manager,1,Below College,8,5,3,3,22,3,1,56419,417,3014,55787,17,23,4,2,2,3,3,3,2,No,Travel_Rarely,2,75,Yes
EMP0426,50,Male,Married,Sales,Sales Executive,5,Doctorate,0,0,0,0,2,2,2,88534,640,4681,88663,11,8,3,2,1,3,3,3,5,No,Non-Travel,0,95,No
EMP0427,27,Male,Married,Research & Development,Software Engineer,5,Doctorate,1,0,0,0,1,3,3,95843,583,4343,95530,13,10,1,3,1,2,1,3,6,No,Travel_Frequently,1,160,Yes
EMP0428,43,Male,Single,IT,Systems Administrator,1,Below College,3,2,0,1,17,5,3,93852,603,4394,97866,15,14,4,3,1,3,2,3,5,No,Travel_Rarely,1,55,No
EMP0429,47,Male,Single,Research & Development,Research Director,3,Bachelor,3,1,0,0,6,1,1,49306,365,2862,50633,11,3,3,2,2,1,3,4,4,No,Non-Travel,0,95,No
EMP0430,19,Male,Married,Operations,Operations Analyst,3,Bachelor,7,2,2,1,14,3,4,161119,1201,9294,166459,12,17,4,3,2,4,1,3,1,No,Non-Travel,3,70,Yes
EMP0431,25,Male,Married,Human Resources,Recruiter,3,Bachelor,2,1,0,0,6,2,4,117035,716,5885,112740,14,5,3,2,3,1,3,3,4,Yes,Travel_Frequently,1,120,No
EMP0432,18,Male,Married,Research & Development,Research Scientist,2,College,7,2,3,1,8,3,2,84204,599,4826,86661,23,1,2,3,3,1,4,3,3,No,Travel_Rarely,1,50,No
EMP0433,34,Male,Married,IT,Developer,3,Bachelor,4,3,0,2,6,2,2,72901,419,3416,72412,11,4,3,2,4,3,3,3,2,No,Travel_Rarely,1,50,Yes
EMP0434,44,Female,Single,Sales,Sales Representative,5,Doctorate,0,0,0,0,0,3,1,55717,330,2625,53061,18,2,4,3,1,4,3,3,4,No,Travel_Frequently,0,145,Yes
EMP0435,52,Female,Married,Research & Development,Laboratory Technician,3,Bachelor,0,0,0,0,1,2,2,84918,459,3508,81182,14,2,1,3,2,4,2,3,1,Yes,Non-Travel,0,150,No
EMP0436,37,Female,Single,Research & Development,Research Director,1,Below College,2,1,0,0,2,3,2,71409,394,3437,72679,11,3,4,3,3,2,3,3,2,No,Travel_Rarely,0,110,No
EMP0437,53,Female,Single,Research & Development,Research Scientist,4,Master,2,0,0,0,3,2,3,95923,637,4674,94695,11,1,2,3,3,2,3,3,3,No,Travel_Rarely,0,105,No
EMP0438,23,Male,Divorced,Finance,Accountant,3,Bachelor,6,2,1,0,8,1,2,75500,473,4116,78279,19,11,3,3,2,3,4,3,2,No,Travel_Frequently,0,95,No
EMP0439,19,Female,Single,Research & Development,Software Engineer,5,Doctorate,4,2,1,1,4,2,3,124437,694,5342,127352,18,8,3,1,4,4,4,3,1,No,Travel_Rarely,3,75,No
EMP0440,36,Male,Married,Finance,Finance Manager,3,Bachelor,2,0,0,0,12,0,1,56693,340,2726,53981,12,10,4,2,2,2,3,3,2,No,Travel_Rarely,1,110,No
EMP0441,40,Male,Single,Human Resources,Recruiter,2,College,0,0,0,0,8,5,1,54855,325,2396,55880,16,4,3,2,2,3,2,3,2,No,Travel_Rarely,2,135,No
EMP0442,36,Female,Divorced,Research & Development,Laboratory Technician,2,College,1,0,0,0,10,5,1,53795,401,2932,52140,11,14,3,1,3,2,4,3,3,Yes,Travel_Rarely,2,140,No
EMP0443,18,Male,Married,Finance,Financial Analyst,4,Master,4,2,0,1,8,4,1,56193,400,3154,55757,14,1,4,3,2,2,3,3,2,No,Non-Travel,1,75,No
EMP0444,36,Female,Single,Sales,Sales Manager,2,College,2,1,0,0,9,2,2,71465,426,3572,72356,12,8,1,2,3,3,3,3,2,No,Travel_Rarely,0,150,No
EMP0445,23,Female,Married,Sales,Sales Executive,4,Master,3,1,0,0,7,4,3,115236,839,6402,119531,19,3,2,1,2,2,3,3,4,No,Travel_Rarely,1,85,No
EMP0446,43,Female,Married,Research & Development,Research Director,2,College,0,0,0,0,7,3,2,81513,477,3863,81155,17,7,1,4,2,2,3,3,3,No,Travel_Rarely,0,110,No
EMP0447,40,Female,Divorced,Research & Development,Research Director,3,Bachelor,5,2,1,1,11,0,2,77368,516,3945,79754,11,3,3,3,4,2,4,3,0,No,Travel_Rarely,0,60,No
EMP0448,27,Male,Single,Sales,Sales Representative,3,Bachelor,9,6,3,4,20,0,3,127470,945,7391,131076,12,15,3,3,2,3,2,3,3,No,Travel_Rarely,1,70,No
EMP0449,31,Male,Divorced,IT,IT Manager,5,Doctorate,1,0,0,0,4,1,1,64722,386,3339,64168,14,22,4,2,3,1,4,3,1,No,Travel_Rarely,1,100,No
EMP0450,26,Male,Divorced,Research & Development,Research Director,5,Doctorate,3,1,0,0,17,3,2,107059,717,6144,107069,14,13,3,2,2,3,1,3,3,Yes,Travel_Rarely,0,125,No
EMP0451,36,Male,Divorced,Research & Development,Research Director,2,College,18,13,2,7,24,3,1,55141,316,2536,56246,13,1,2,3,3,4,4,3,2,No,Travel_Frequently,0,115,No
EMP0452,46,Female,Married,Operations,Logistics Coordinator,3,Bachelor,2,1,0,0,7,3,3,98440,557,4222,93824,13,3,4,4,2,1,3,3,3,No,Travel_Rarely,0,65,No
EMP0453,27,Female,Married,Human Resources,HR Specialist,2,College,4,1,1,0,6,3,1,58142,374,2808,60414,21,25,2,2,4,3,2,3,2,No,Travel_Rarely,1,115,No
EMP0454,42,Female,Married,Finance,Financial Analyst,3,Bachelor,0,0,0,0,8,4,1,50835,378,3298,52206,12,5,4,3,3,4,1,3,3,Yes,Travel_Rarely,3,125,Yes
EMP0455,31,Male,Married,Sales,Sales Manager,3,Bachelor,4,2,0,1,15,1,2,73157,448,3370,71323,16,28,2,4,1,2,3,3,2,No,Non-Travel,1,80,Yes
EMP0456,29,Male,Married,Human Resources,Recruiter,5,Doctorate,0,0,0,0,9,3,4,166548,1223,10387,174561,25,4,2,3,1,2,2,4,5,No,Travel_Rarely,2,115,No
EMP0457,35,Male,Married,Finance,Financial Analyst,5,Doctorate,15,10,5,5,29,6,2,99355,723,5632,96169,11,29,3,3,4,1,3,4,6,No,Non-Travel,1,40,Yes
EMP0458,26,Male,Married,Human Resources,Recruiter,3,Bachelor,6,3,2,2,18,1,3,112386,633,5555,117039,15,26,1,3,4,3,2,3,4,Yes,Travel_Frequently,0,150,No
EMP0459,31,Female,Married,IT,IT Support,3,Bachelor,7,4,2,2,15,3,3,110602,664,5171,108660,16,10,1,4,3,3,2,3,2,No,Travel_Frequently,1,70,No
EMP0460,25,Male,Divorced,Research & Development,Laboratory Technician,5,Doctorate,6,2,1,0,19,5,2,106789,705,5472,109599,14,1,3,3,3,2,3,4,2,No,Travel_Rarely,0,55,No
EMP0461,56,Male,Single,Sales,Sales Manager,4,Master,4,2,1,1,8,2,3,104802,659,5416,104344,15,5,2,4,4,4,3,3,2,No,Travel_Rarely,0,60,No
EMP0462,37,Male,Divorced,Research & Development,Software Engineer,1,Below College,2,1,0,0,9,4,3,108731,569,4972,111302,11,24,1,3,1,3,3,3,3,No,Travel_Rarely,1,125,No
EMP0463,30,Female,Married,Research & Development,Laboratory Technician,3,Bachelor,9,6,2,5,15,1,1,61600,461,4039,59479,16,21,2,4,3,2,3,3,3,No,Travel_Rarely,3,75,No
EMP0464,39,Female,Divorced,Finance,Accountant,3,Bachelor,15,4,4,1,23,1,1,64173,441,3674,62693,11,2,3,4,3,4,3,3,0,No,Travel_Rarely,1,30,No
EMP0465,35,Male,Married,Sales,Sales Representative,2,College,3,0,0,0,9,0,1,51132,311,2614,49085,23,5,3,3,3,2,3,3,3,No,Non-Travel,3,55,No
EMP0466,34,Male,Married,Operations,Operations Analyst,2,College,13,6,3,3,16,1,2,76563,501,4058,79358,23,18,2,3,1,3,2,3,6,No,Travel_Frequently,1,100,Yes
EMP0467,43,Male,Divorced,Operations,Operations Analyst,1,Below College,4,1,1,0,7,3,4,128184,668,5617,125572,13,8,3,3,3,2,2,3,0,No,Travel_Rarely,0,40,Yes
EMP0468,44,Male,Single,Sales,Sales Representative,4,Master,3,1,0,0,13,3,1,60047,374,3207,61214,20,18,3,4,3,3,2,3,5,Yes,Non-Travel,1,80,No
EMP0469,31,Female,Divorced,Research & Development,Research Scientist,2,College,3,2,1,1,10,3,2,88336,647,5161,91164,13,17,3,4,4,2,3,4,2,Yes,Travel_Rarely,2,40,No
EMP0470,31,Female,Married,Finance,Financial Analyst,1,Below College,1,0,0,0,6,2,4,122122,884,7241,127024,15,23,3,1,3,3,3,3,1,No,Travel_Rarely,1,100,No
EMP0471,34,Male,Married,Operations,Operations Analyst,2,College,0,0,0,0,8,1,2,77493,452,3642,74442,11,1,2,3,4,2,3,3,1,Yes,Non-Travel,1,115,Yes
EMP0472,18,Male,Single,Research & Development,Laboratory Technician,4,Master,1,0,0,0,14,3,2,86698,548,4438,90105,19,1,3,4,4,3,3,3,5,Yes,Non-Travel,1,100,No
EMP0473,21,Female,Married,Research & Development,Software Engineer,5,Doctorate,3,1,0,0,12,1,4,167363,1128,9727,162296,12,1,4,3,3,1,3,3,2,No,Non-Travel,1,35,No
EMP0474,50,Male,Married,Research & Development,Research Director,3,Bachelor,2,0,0,0,15,1,2,84024,491,3814,86014,18,27,3,3,1,2,3,3,1,Yes,Travel_Frequently,0,140,No
EMP0475,53,Female,Single,IT,Developer,3,Bachelor,2,0,0,0,8,2,3,98264,507,3819,100512,14,6,2,1,3,2,1,3,2,No,Non-Travel,0,155,No
EMP0476,34,Male,Single,Research & Development,Software Engineer,5,Doctorate,19,14,5,13,25,4,1,77949,488,3869,74117,14,1,2,3,4,1,3,3,2,No,Travel_Rarely,0,100,No
EMP0477,42,Male,Single,IT,Developer,2,College,2,0,0,0,5,0,1,53484,347,2613,51989,11,3,4,4,1,3,3,4,2,No,Travel_Rarely,1,100,No
EMP0478,40,Male,Divorced,Sales,Sales Representative,2,College,3,1,0,0,5,2,2,77136,386,3087,77073,15,4,3,4,3,4,4,3,3,Yes,Travel_Rarely,2,55,No
EMP0479,60,Male,Divorced,Sales,Sales Executive,2,College,0,0,0,0,7,1,2,79048,414,3579,78415,11,16,2,2,1,4,4,3,3,No,Travel_Rarely,2,115,No
EMP0480,48,Female,Married,Research & Development,Software Engineer,2,College,0,0,0,0,6,2,5,186382,1028,8417,194183,15,13,2,3,1,4,3,4,2,Yes,Travel_Frequently,0,140,No
EMP0481,35,Male,Married,Research & Development,Laboratory Technician,3,Bachelor,7,2,3,1,10,3,5,179108,1051,9005,176595,24,11,4,4,3,1,4,3,2,No,Travel_Rarely,1,15,No
EMP0482,27,Male,Married,Research & Development,Research Scientist,5,Doctorate,4,1,1,0,16,5,4,137194,871,6502,143189,11,1,2,3,3,2,3,3,3,No,Travel_Rarely,1,50,No
EMP0483,20,Male,Married,Research & Development,Research Director,4,Master,7,2,2,0,10,2,1,64934,372,3214,64670,14,24,3,3,3,3,3,4,4,No,Travel_Rarely,1,65,No
EMP0484,39,Male,Divorced,Research & Development,Research Director,3,Bachelor,0,0,0,0,0,4,5,153295,872,7118,160413,11,2,3,1,4,4,4,3,5,Yes,Travel_Rarely,1,110,No
EMP0485,29,Male,Divorced,Sales,Sales Executive,5,Doctorate,4,1,1,0,14,5,3,129185,926,6714,132251,11,9,3,3,1,3,4,3,2,Yes,Non-Travel,0,100,No
EMP0486,22,Male,Married,Research & Development,Laboratory Technician,1,Below College,1,0,0,0,7,2,2,63876,342,2808,65979,11,1,1,3,1,2,3,3,3,No,Travel_Rarely,3,135,No
EMP0487,30,Female,Divorced,Operations,Logistics Coordinator,2,College,1,0,0,0,1,3,3,90902,567,4945,87310,22,1,2,3,4,2,3,3,3,No,Non-Travel,3,75,No
EMP0488,26,Male,Single,Research & Development,Research Director,3,Bachelor,0,0,0,0,9,2,1,49012,361,2644,49434,23,1,4,3,3,2,4,3,3,No,Travel_Frequently,0,150,No
EMP0489,53,Male,Divorced,Research & Development,Laboratory Technician,4,Master,0,0,0,0,9,4,1,59252,388,3155,57134,11,8,3,3,2,2,3,3,2,No,Travel_Rarely,1,95,No
EMP0490,45,Female,Single,Human Resources,HR Manager,1,Below College,1,0,0,0,4,4,3,97084,659,5710,95119,17,9,4,4,3,3,2,3,1,No,Travel_Rarely,0,80,No
EMP0491,36,Male,Married,Operations,Operations Manager,3,Bachelor,0,0,0,0,10,2,2,74120,450,3246,75035,11,1,3,3,4,1,3,4,3,Yes,Travel_Rarely,0,120,No
EMP0492,51,Female,Married,Sales,Sales Executive,4,Master,21,16,7,11,34,2,2,100494,507,4162,102767,11,3,4,3,3,4,1,3,2,No,Travel_Rarely,3,75,No
EMP0493,37,Male,Married,IT,IT Manager,4,Master,1,0,0,0,3,6,2,90709,600,4775,86528,11,19,4,4,4,4,3,3,5,No,Travel_Rarely,1,50,No
EMP0494,28,Female,Single,IT,IT Support,4,Master,0,0,0,0,10,0,4,142690,938,7274,143131,25,1,3,4,2,4,4,3,1,No,Travel_Rarely,0,105,No
EMP0495,52,Female,Divorced,Human Resources,HR Specialist,3,Bachelor,1,0,0,0,3,1,2,83980,443,3634,84528,20,2,2,4,2,4,2,4,3,No,Travel_Rarely,1,80,No
EMP0496,42,Female,Single,Sales,Sales Representative,1,Below College,4,1,1,0,15,5,2,88546,545,3969,84816,11,5,3,3,4,1,4,3,1,Yes,Non-Travel,2,50,No
EMP0497,26,Female,Married,IT,IT Manager,3,Bachelor,0,0,0,0,0,3,1,59114,430,3614,59118,16,18,3,3,3,4,4,3,3,No,Non-Travel,2,100,Yes
EMP0498,35,Male,Single,Sales,Sales Manager,2,College,9,2,2,1,12,0,1,62064,342,2464,63391,13,2,3,2,2,2,4,3,3,No,Non-Travel,0,110,No
EMP0499,28,Female,Single,Human Resources,HR Specialist,5,Doctorate,16,7,6,5,29,1,5,228625,1406,10813,218410,19,29,4,2,3,4,4,4,1,Yes,Travel_Frequently,2,145,Yes
EMP0500,23,Male,Married,IT,IT Support,3,Bachelor,1,0,0,0,1,2,2,85974,528,4227,88211,13,4,2,3,3,2,3,3,2,Yes,Travel_Rarely,2,110,No
EMP0501,46,Male,Married,Sales,Sales Representative,3,Bachelor,2,1,0,0,15,2,2,94018,660,5150,94736,14,4,2,3,2,3,3,3,4,No,Travel_Rarely,1,70,No
EMP0502,56,Male,Single,Finance,Accountant,4,Master,0,0,0,0,12,2,2,96196,679,5222,99401,11,1,3,2,3,1,4,3,0,No,Non-Travel,1,80,Yes
EMP0503,23,Male,Single,Sales,Sales Manager,3,Bachelor,5,3,2,1,17,2,4,126477,872,7437,122911,18,11,2,4,1,1,3,3,2,Yes,Travel_Rarely,0,120,No
EMP0504,42,Male,Married,Finance,Financial Analyst,3,Bachelor,2,1,0,0,9,2,2,92580,547,4756,95665,25,2,3,3,2,4,3,4,3,Yes,Travel_Rarely,0,100,No
EMP0505,30,Male,Married,Research & Development,Software Engineer,4,Master,1,0,0,0,15,4,3,127085,658,5657,121932,13,9,4,3,3,4,3,4,1,No,Travel_Rarely,1,60,No
EMP0506,32,Male,Divorced,Sales,Sales Executive,5,Doctorate,1,0,0,0,15,2,2,100948,592,4757,99977,13,2,3,3,1,3,3,3,2,Yes,Travel_Rarely,2,105,No
EMP0507,31,Female,Single,Sales,Sales Executive,4,Master,5,1,0,0,5,1,1,49581,332,2860,48091,14,4,4,1,2,3,3,3,1,Yes,Travel_Frequently,2,145,Yes
